Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
75,38jy6kRlPt8z1GUS9WXeNh,Jason Mraz,Love Is a Four Letter Word,93 Million Miles,67,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,acoustic
76,2SkJKMfjpYsNv0KWOxiegX,A Great Big World,When the Morning Comes,Kaleidoscope,62,229320,False,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,4,acoustic
86,6Uy6K3KdmUdAfelUp0SeXn,Sara Bareilles,The Blessed Unrest,Brave,70,220573,False,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4,acoustic
113,2WZyfujzMweFLnozyUJBkW,Augustana,All The Stars and Boulevards,Boston,63,245933,False,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,4,acoustic
126,5rwq6R0Uq0BngM3rdmCeNg,Howie Day,Stop All the World Now (Special Edition),Collide - Acoustic Version,67,277000,False,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,4,acoustic
128,38YgZVHPWOWsKrsCXz6JyP,Matt Nathanson,Some Mad Hope,Come On Get Higher,71,215173,False,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,4,acoustic
131,6R6ux6KaKrhAg2EIB2krdU,Parachute,Wide Awake,Without You,61,228933,False,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,4,acoustic
150,6IF2P93LkyW4GqDQu1yS7H,Susie Suh;Robot Koch,Here with Me,Here with Me,55,238971,False,0.582,0.375,1,-13.277,0,0.0329,0.702,0.0631,0.136,0.106,129.909,4,acoustic
151,34dnNAUoIPcwnK0RtVMBWZ,Tyler Ward;Lindsey Stirling;Kina Grannis,"Tyler Ward Covers, Vol. 5",The Scientist,47,276575,False,0.453,0.295,7,-12.881,1,0.0291,0.518,0.00011,0.293,0.14,146.022,4,acoustic
152,5aDpULK8MbJmHl42kR5KNI,Howie Day,Stop All The World Now,Collide,56,249120,False,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,4,acoustic
160,6ivkBaxvclVhwZDE2uwldj,Cary Brothers,Under Control,Belong,51,255600,False,0.426,0.399,0,-8.447,1,0.034,0.761,0.00112,0.118,0.217,115.979,4,acoustic
169,4E6cwWJWZw2zWf7VFbH7wf,Sara Bareilles,Little Voice,Love Song,73,258826,False,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,4,acoustic
194,7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,acoustic
216,5auMzVHFr5Zfw6IbKarZ56,Anna Nalick,Wreck of the Day,Breathe (2 AM),65,279826,False,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,3,acoustic
229,33JX2be3eKVhl5xk8YQhVc,Ray LaMontagne,Till The Sun Turns Black,Empty,48,317280,False,0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,4,acoustic
230,29Ns3avs48iQhNQgrHMEkm,Megan Davies,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)","See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54,231965,False,0.393,0.207,10,-11.865,1,0.0392,0.877,0.0,0.104,0.262,163.99,4,acoustic
234,1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Trouble,Hold You in My Arms,62,306200,False,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,3,acoustic
238,7K36drJq6lInkW6Kkojucp,Drew Holcomb & The Neighbors,Medicine,American Beauty,63,158013,False,0.645,0.169,9,-15.744,1,0.0317,0.844,0.00019,0.109,0.178,167.826,4,acoustic
240,72SPsHheqN6J3sI520jT9E,Amos Lee,Amos Lee,Colors,64,160453,False,0.681,0.168,7,-13.397,1,0.0291,0.793,0.000134,0.109,0.29,128.615,4,acoustic
244,7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,The Blessed Unrest,I Choose You,63,218573,False,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,4,acoustic
261,4Bo6FwC7Oe9zywSZc6q7hO,Jason Mraz,YES!,Love Someone,59,257173,False,0.582,0.347,7,-14.769,1,0.0305,0.317,0.00678,0.111,0.0797,97.957,4,acoustic
280,4yRlTvPVfEyhXfp6GZurq9,Austin Plaine,Austin Plaine,Never Come Back Again,57,196240,False,0.594,0.695,8,-8.872,1,0.0259,0.19,3.58e-06,0.119,0.172,104.977,4,acoustic
290,0Kt5AHOpQAkEsHAuPeB0le,Allman Brown;Liz Lawrence,1000 Years,Sons and Daughters,50,216052,False,0.525,0.461,5,-9.489,0,0.0878,0.775,2.14e-06,0.362,0.202,147.997,4,acoustic
295,2fSIF8CJhoc9CJhF9vJDXp,Ray LaMontagne,Trouble,Jolene,64,250866,False,0.588,0.142,7,-15.196,1,0.0329,0.863,0.000162,0.0953,0.288,119.656,4,acoustic
314,7JRJOLKHz88pR0YS4pVCao,Greg Laswell,Three Flights From Alto Nido,Sweet Dream,53,67746,False,0.41,0.234,1,-15.236,1,0.0421,0.798,0.00304,0.108,0.19,93.72,4,acoustic
334,6jI7y83WjuyBne9b3IvdSs,Andrew Belle,The Ladder,Make It Without You,49,272612,False,0.456,0.205,1,-8.437,1,0.0313,0.92,0.00011,0.149,0.161,117.663,4,acoustic
335,0ngtyvPUKR4YTtkVKvZP02,Priscilla Ahn,A Good Day,Dream,54,211240,False,0.512,0.248,2,-10.359,1,0.0275,0.75,2.96e-05,0.114,0.158,109.692,3,acoustic
361,2TRXV6DoQLjdRrBR6ED6NP,Us The Duo,Slow Down Time,Slow Down Time,44,196920,False,0.733,0.657,2,-6.843,1,0.0272,0.013,6.73e-05,0.317,0.433,109.954,4,acoustic
367,2KhS0LVOw9ralhfbcIi7vL,Greg Laswell,Three Flights From Alto Nido,Comes And Goes (In Waves),55,253546,False,0.565,0.698,0,-8.596,1,0.0295,0.54,0.0183,0.124,0.155,120.013,4,acoustic
389,7DUnyslSCb05yeSmGGTJ81,Brett Dennen;Benedict Cumberbatch,August: Osage County (Original Motion Picture Soundtrack),Can't Keep It Inside,45,77093,False,0.519,0.0646,2,-18.898,1,0.0433,0.982,3.84e-06,0.105,0.395,121.696,4,acoustic
393,71vcffc4Yfz0pt9AbaL386,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,I Don't Wanna Love Somebody Else,49,163960,False,0.495,0.22,5,-11.16,1,0.0355,0.847,1.4e-06,0.0957,0.345,126.618,4,acoustic
421,2XW4AAjfBQTzp7Oe1tU702,Us The Duo,No Matter Where You Are,No Matter Where You Are,55,178826,False,0.693,0.664,4,-5.852,1,0.0336,0.0309,0.0,0.223,0.436,132.059,4,acoustic
427,7pq5vONxrAy8T773nhkiW3,Gabrielle Aplin,English Rain,Salvation,50,248506,False,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,4,acoustic
433,0vxlqUrmgsiyAWOHaAfnSK,Ron Pope,Daylight,A Drop In the Ocean,55,228311,False,0.458,0.363,5,-6.473,1,0.032,0.892,3.79e-06,0.155,0.492,134.252,3,acoustic
444,1jyddn36UN4tVsJGtaJfem,Ray LaMontagne,Gossip In The Grain,You Are the Best Thing,67,231840,False,0.578,0.727,10,-4.872,1,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,4,acoustic
455,4GiLKZ6Fd3d5UMJMGuzAA0,Matt Nathanson,American Wedding,Laid,50,182826,False,0.565,0.89,0,-5.481,1,0.0285,0.00537,6.61e-05,0.213,0.744,119.862,4,acoustic
458,4G8wt3fUBpgBjI35TBF2eQ,Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),Duet,43,241120,False,0.459,0.14,9,-15.482,1,0.0367,0.895,0.00565,0.138,0.146,128.904,4,acoustic
476,1ytsxlw6P6gsCc3RrYweyj,Parachute,Wide Awake,Lonely With Me,51,218813,False,0.589,0.809,7,-5.6,1,0.0283,0.0479,0.0,0.116,0.628,87.013,4,acoustic
508,0eyE0L7FbNrXaByFzMXT1C,Greg Laswell,Three Flights From Alto Nido,And Then You,47,209583,False,0.63,0.342,7,-13.377,1,0.0245,0.817,0.00432,0.0965,0.552,77.515,4,acoustic
513,27hFQQS3cVUmIK3ser5bpu,Colin & Caroline,More Than Gravity,More Than Gravity,34,266078,False,0.62,0.468,4,-9.648,1,0.0268,0.715,3.93e-05,0.106,0.217,110.969,4,acoustic
528,4tK4ARuilOrBzwVQK73E0Y,Jason Mraz,Waiting for My Rocket to Come,The Remedy (I Won't Worry),60,256440,False,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52,4,acoustic
537,56AecW9Anb0CY6HpgWvcg9,Ray LaMontagne,Gossip In The Grain,Let It Be Me,58,280226,False,0.614,0.283,0,-8.008,1,0.027,0.472,0.0,0.114,0.331,107.673,3,acoustic
546,0pegFWSUOTiG0sLVEfxtvA,Brandi Carlile,Bear Creek,Heart's Content,59,214666,False,0.564,0.209,3,-8.922,1,0.0317,0.724,3.99e-05,0.107,0.402,109.024,4,acoustic
570,2ZaYFNn1YQuLSVdHhanr4Q,Joshua Radin,We Were Here,Only You,56,149013,False,0.545,0.255,8,-14.844,1,0.0311,0.362,1.77e-05,0.0841,0.831,98.088,4,acoustic
582,4SXcG6Ti32myNw9GJ9qeDt,Matt Nathanson,Some Mad Hope,All We Are,51,216933,False,0.534,0.492,4,-8.905,1,0.0261,0.584,1.12e-06,0.185,0.328,82.465,3,acoustic
588,0c7iF5fSBYxCuwsAv2z4iI,Trevor Hall,Chapter Of The Forest,Green Mountain State,61,274632,False,0.693,0.367,3,-11.66,1,0.0323,0.351,2.9e-05,0.111,0.286,129.879,4,acoustic
593,0pfG8LwO7hSdHe6hTgc6a6,Eric Hutchinson,Sounds Like This,Outside Villanova,29,255680,False,0.785,0.732,5,-6.177,1,0.0513,0.059,3.74e-06,0.524,0.798,137.946,4,acoustic
620,5uNEaSgkkPw6vLCUh3KsdQ,Jon McLaughlin,Indiana,Beautiful Disaster,52,251640,False,0.432,0.664,7,-4.662,1,0.0302,0.215,0.0,0.15,0.294,156.216,4,acoustic
621,0UgmLwOrTeOCUNwV07a5AD,Sara Bareilles,Kaleidoscope Heart,Breathe Again,51,298280,False,0.366,0.482,5,-7.9,1,0.0278,0.288,0.00655,0.117,0.278,169.677,4,acoustic
622,5aGkIyzLVYGuLIHkxpNAFF,Ray LaMontagne,Trouble,Trouble,59,241546,False,0.325,0.424,7,-12.733,1,0.0438,0.341,0.000267,0.23,0.494,173.352,3,acoustic
655,7quFUf8mR7wUxeJip0awxn,Howie Day,Sound The Alarm,Longest Night,43,215746,False,0.231,0.636,11,-7.257,1,0.0339,0.00402,0.0,0.0504,0.244,202.098,3,acoustic
662,6r8OnTtDrhKBIIYgzxrnZ1,Colin & Caroline,Let It Go,Let It Go,55,194129,False,0.46,0.319,1,-8.621,1,0.0356,0.861,0.0,0.118,0.329,145.765,4,acoustic
680,6b4mWoXrscyajbLOB2qwfG,Johnnyswim,Georgica Pond,Drunks,29,279068,False,0.399,0.461,3,-10.694,1,0.0411,0.157,5.52e-05,0.116,0.205,96.591,4,acoustic
709,1qHiDbTJI7GB62W3BBFigx,A Great Big World;Futuristic,When the Morning Comes,Hold Each Other (feat. Futuristic),47,216040,False,0.61,0.796,10,-5.431,1,0.0656,0.0365,0.0,0.274,0.51,159.944,4,acoustic
724,4zzi2eD2cEPpQ3a307mPPj,The Civil Wars,Between The Bars (EP),Billie Jean,57,259920,False,0.532,0.203,9,-8.524,0,0.0668,0.829,0.0,0.108,0.543,89.646,4,acoustic
755,0x0h9kwGhCv78fMRo8ChhZ,Andrew Belle,Black Bear,Dark Matter,45,318439,False,0.483,0.806,7,-5.111,0,0.0321,0.0881,0.000895,0.0991,0.19,147.049,4,acoustic
770,1OoBG6B9674Y1xJLfdl7Vg,Andrew Ripp,Simple,When You Fall in Love,36,221070,False,0.63,0.301,1,-6.952,1,0.0288,0.877,0.0,0.12,0.395,104.959,4,acoustic
777,37pK088xTo1ZpR3y23wsFk,Amos Lee,Amos Lee,Arms Of A Woman,60,251440,False,0.54,0.0674,9,-13.778,1,0.0368,0.888,0.000382,0.109,0.12,141.988,3,acoustic
779,3VA8T3rNy5V24AXxNK5u9E,Sara Bareilles,Kaleidoscope Heart,King of Anything,61,207493,False,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,4,acoustic
783,0VDhK4DIjbsAHo1GDe9VfM,Drew Holcomb & The Neighbors,A Million Miles Away,I Like to Be With Me When I'm With You,55,230773,False,0.595,0.384,2,-12.114,1,0.0305,0.682,2.37e-06,0.0796,0.691,90.726,4,acoustic
786,7saOSM2fUxclPXFAFJQACk,Johnnyswim,Diamonds,A Million Years,28,219853,False,0.71,0.782,2,-6.276,1,0.0835,0.0684,8.66e-06,0.0845,0.523,123.04,4,acoustic
804,3nBmy2hAqIDmMOD0VZGB7I,Kris Allen,Horizons,Lost,45,198386,False,0.47,0.292,6,-9.899,0,0.0284,0.904,0.000104,0.0889,0.168,66.109,4,acoustic
817,6FfGUAfmwW2ifxnit0hE4K,Unkle Bob,Sugar and Spite,Swans,41,150346,False,0.387,0.41,11,-8.124,0,0.031,0.608,0.00589,0.102,0.149,117.391,4,acoustic
824,7IjL4IoQZMk1dOI4MH1T0i,Joshua Radin,Paperweight by Joshua Radin and Schuyler Fisk,Paperweight by Joshua Radin and Schuyler Fisk,49,204333,False,0.422,0.119,8,-15.182,1,0.0354,0.555,0.0,0.0959,0.405,179.844,3,acoustic
846,28lU91CRfUdWJEY7KbhZBL,Dave Barnes,"What We Want, What We Get",God Gave Me You,49,228960,False,0.459,0.823,4,-6.481,1,0.037,0.00332,1.75e-05,0.189,0.55,152.062,4,acoustic
882,7qLJmyRxLZCf1ifZlJ2gMZ,Johnnyswim,Diamonds,Over,27,382474,False,0.371,0.51,0,-8.942,1,0.0468,0.296,8.19e-05,0.0952,0.147,113.32,4,acoustic
898,4ysmODoF5WXlBlGkyWfu7J,Frank Turner,Tape Deck Heart (Deluxe Edition),We Shall Not Overcome,26,232815,False,0.654,0.834,9,-4.436,1,0.0425,0.0172,0.000229,0.089,0.904,139.377,4,acoustic
923,6pOD6dUoAMDmvuMePmfOKG,Todd Carey,Future Throwback,Nintendo,47,178659,False,0.723,0.93,0,-3.292,1,0.128,0.239,0.0,0.155,0.69,124.94,4,acoustic
929,5quIK3oXwunG35RI8HSQDi,JJ Heller,When I'm With You,What Love Really Means,45,236200,False,0.405,0.428,5,-9.506,1,0.0277,0.0182,1.44e-06,0.14,0.331,145.515,3,acoustic
932,0jJqIi0uMG8IhGlLx7U85J,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Already Home,44,230186,False,0.602,0.404,2,-7.344,1,0.0272,0.31,0.0,0.14,0.243,83.054,4,acoustic
968,5rRDCbF97rcJW0ES9RhPhC,Graham Colton,Life's What You Make It,Life's What You Make It,54,186109,False,0.655,0.686,7,-5.701,1,0.028,0.371,1.13e-06,0.113,0.544,112.974,4,acoustic
970,5Jac5r26r1HkpH9Xv5zt7A,Penny and Sparrow;Stephanie Briggs,Tenboom,Duet (feat. Stephanie Briggs),50,221786,False,0.213,0.185,4,-10.929,0,0.0327,0.757,8.54e-05,0.111,0.182,72.844,5,acoustic
1100,1q8NdCAQ9QUjpYiqzdd3mv,Calle 13,Calle 13 (Explicit Version),Atrévete-Te-Te,75,239306,True,0.829,0.878,9,-5.951,1,0.101,0.0959,0.0,0.776,0.883,87.991,4,afrobeat
1200,4bJ7tMJqfYmkKgCYzaaG4B,El Michels Affair,Enter The 37th Chamber,C.R.E.A.M.,55,174826,False,0.571,0.508,11,-8.118,0,0.0254,0.532,0.951,0.161,0.102,96.825,4,afrobeat
1204,414J8tKHbtF16XOiHGBEso,Mulatu Astatke,"Ethiopiques, Vol. 4: Ethio Jazz 1969-1974",Tezeta (Nostalgia),52,376640,False,0.547,0.356,5,-10.199,0,0.0366,0.954,0.917,0.0891,0.504,81.032,3,afrobeat
1301,3kNVYo6BJE9AENxzokM9YC,Calle 13,Entren Los Que Quieran,Muerte En Hawaii,71,189866,False,0.675,0.588,3,-7.168,1,0.177,0.789,0.0,0.95,0.879,79.989,4,afrobeat
1650,1RIhd7jjWDQwSKsbxxGArN,Calle 13;Silvio Rodríguez,MultiViral,Ojos Color Sol (feat. Silvio Rodríguez),68,215813,False,0.582,0.443,2,-7.816,1,0.0436,0.664,0.0,0.0703,0.452,78.071,4,afrobeat
2000,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87,260173,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alt-rock
2003,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alt-rock
2007,0y1QJc3SJVPKJ1OvFmFqe6,KALEO,A/B,Way down We Go,78,213706,False,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,alt-rock
2008,6rrKbzJGGDlSZgLphopS49,The Score,ATLAS,Unstoppable,73,192106,False,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,alt-rock
2011,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,alt-rock
2056,3SWqGa1J0M7hSBUDM0KePD,The Score,ATLAS,Legend,71,189120,False,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4,alt-rock
2100,2u0CelO5c81XS7z3dGpHbS,The Neighbourhood,Wiped Out!,The Beach,78,255133,False,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4,alt-rock
2103,73jVPicY2G9YHmzgjk69ae,The 1975,The 1975,Robbers,71,254509,False,0.621,0.692,4,-6.858,1,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,4,alt-rock
2105,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,alt-rock
2109,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80,334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,alt-rock
2110,2UREu1Y8CO4jXkbvqAtP7g,Skillet,Awake,Monster,77,178013,False,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,4,alt-rock
2150,7brQHA2CgQpcMBiOlfiXYb,The Neighbourhood,I Love You.,Afraid,77,251186,True,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alt-rock
2154,3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,Away From The Sun,Here Without You,76,238733,False,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,4,alt-rock
2157,0i8JFpqe9cKwnrcvoNgl1L,Skillet,Unleashed,Feel Invincible,72,229933,False,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,4,alt-rock
2200,0GO8y8jQk1PkHzS31d699N,Grouplove,Never Trust a Happy Song,Tongue Tied,79,218013,False,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4,alt-rock
2204,2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Picture Show,Everybody Talks,80,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,alt-rock
2208,0fxpHpK3aw2nFWII6yveDD,Matt Redman,"10,000 Reasons (Live)","10,000 Reasons (Bless The Lord) - Live",66,342493,False,0.431,0.485,7,-8.085,1,0.0274,0.452,0.0,0.544,0.367,145.22,4,alt-rock
2253,2DtPEKs3Pj7E06EoWW4vw8,Poets of the Fall,Carnival of Rust,Carnival of Rust,56,262946,False,0.492,0.59,5,-4.593,0,0.0239,0.225,2.79e-05,0.0973,0.124,91.018,4,alt-rock
2256,15VRO9CQwMpbqUYA7e6Hwg,Nirvana,MTV Unplugged In New York,The Man Who Sold The World,76,261093,False,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,alt-rock
2257,4CbKVDZkYKdv69I4bCaKUq,Skillet,Awake,Hero,72,186813,False,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,4,alt-rock
2259,11LmqTE2naFULdEP94AUBa,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,79,281160,False,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,alt-rock
2260,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,82,269000,False,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,alt-rock
2300,0EfsDEYaSjGYd66Pr881nq,The Neighbourhood,Wiped Out!,Cry Baby,74,235160,False,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,4,alt-rock
2305,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,So Tonight That I Might See,Fade Into You,79,295600,False,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,3,alt-rock
2309,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,82,264306,False,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,alt-rock
2313,3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,Astro Lounge,All Star,79,200373,False,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,4,alt-rock
2351,7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,VHS,Unsteady,74,193546,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4,alt-rock
2356,5gRcv46AMTrosmTOqrOV3Q,Nirvana,In Utero - 20th Anniversary Remaster,Dumb,75,151893,False,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4,alt-rock
2357,7j56HrjR9cGzvekvZY3Faz,Fitz and The Tantrums,Fitz and The Tantrums,HandClap,65,193253,False,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4,alt-rock
2366,59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,80,313573,True,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,alt-rock
2367,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84,250546,False,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,alt-rock
2370,5O9Dz0h08LuBi0aVvDcylh,Skillet,Unleashed,The Resistance,69,232066,False,0.483,0.941,2,-3.598,0,0.0575,0.000526,3.5e-06,0.31,0.503,156.033,4,alt-rock
2401,4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,What Do You Think About the Car?,Brazil,80,252306,False,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4,alt-rock
2402,64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,80,255373,False,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4,alt-rock
2404,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,79,215906,False,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,alt-rock
2405,0gmbgwZ8iqyMPmXefof8Yf,Nickelback,Silver Side Up,How You Remind Me,80,223840,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,alt-rock
